"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"html-keyboard-response","580","2118765","0.0-5.0-4.0-1.54","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","117","","",""
"memory-trial","581","2120799","0.0-5.0-4.0-0.55","spark_pilot_2","7336","7","13","Male","","false","","","","","1032","./assets/img/canyon/memory/2.jpg","maybe_old","memory","","10","","true","","","","","","","118","2","old",""
"html-keyboard-response","582","2121300","0.0-5.0-4.0-1.55","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","119","","",""
"memory-trial","583","2123456","0.0-5.0-4.0-0.56","spark_pilot_2","7336","7","13","Male","","false","","","","","1154","./assets/img/ocean/memory/20.jpg","definitely_new","memory","","10","","true","","","","","","","120","4","new",""
"html-keyboard-response","584","2123957","0.0-5.0-4.0-1.56","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","121","","",""
"memory-trial","585","2126062","0.0-5.0-4.0-0.57","spark_pilot_2","7336","7","13","Male","","false","","","","","1103","./assets/img/ocean/memory/13.jpg","definitely_new","memory","","0","","false","","","","","","","122","4","old",""
"html-keyboard-response","586","2126564","0.0-5.0-4.0-1.57","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","123","","",""
"memory-trial","587","2128715","0.0-5.0-4.0-0.58","spark_pilot_2","7336","7","13","Male","","false","","","","","1137","./assets/img/ocean/memory/0.jpg","definitely_new","memory","","0","","false","","","","","","","124","4","old",""
"html-keyboard-response","588","2129216","0.0-5.0-4.0-1.58","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","125","","",""
"memory-trial","589","2131329","0.0-5.0-4.0-0.59","spark_pilot_2","7336","7","13","Male","","false","","","","","1111","./assets/img/canyon/memory/6.jpg","maybe_new","memory","","10","","true","","","","","","","126","3","new",""
"html-keyboard-response","590","2131831","0.0-5.0-4.0-1.59","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","127","","",""
"memory-trial","591","2133884","0.0-5.0-4.0-0.60","spark_pilot_2","7336","7","13","Male","","false","","","","","1050","./assets/img/canyon/memory/13.jpg","definitely_old","memory","","10","","true","","","","","","","128","1","old",""
"html-keyboard-response","592","2134385","0.0-5.0-4.0-1.60","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","129","","",""
"memory-trial","593","2136328","0.0-5.0-4.0-0.61","spark_pilot_2","7336","7","13","Male","","false","","","","","941","./assets/img/canyon/memory/29.jpg","maybe_old","memory","","10","","true","","","","","","","130","2","old",""
"html-keyboard-response","594","2136829","0.0-5.0-4.0-1.61","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","131","","",""
"memory-trial","595","2138851","0.0-5.0-4.0-0.62","spark_pilot_2","7336","7","13","Male","","false","","","","","1020","./assets/img/canyon/memory/0.jpg","maybe_old","memory","","0","","false","","","","","","","132","2","new",""
"html-keyboard-response","596","2139354","0.0-5.0-4.0-1.62","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","133","","",""
"memory-trial","597","2141446","0.0-5.0-4.0-0.63","spark_pilot_2","7336","7","13","Male","","false","","","","","1091","./assets/img/canyon/memory/38.jpg","definitely_old","memory","","10","","true","","","","","","","134","1","old",""
"html-keyboard-response","598","2141947","0.0-5.0-4.0-1.63","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","135","","",""
"memory-trial","599","2144272","0.0-5.0-4.0-0.64","spark_pilot_2","7336","7","13","Male","","false","","","","","1321","./assets/img/ocean/memory/37.jpg","definitely_new","memory","","10","","true","","","","","","","136","4","new",""
"html-keyboard-response","600","2144774","0.0-5.0-4.0-1.64","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","137","","",""
"memory-trial","601","2146832","0.0-5.0-4.0-0.65","spark_pilot_2","7336","7","13","Male","","false","","","","","1056","./assets/img/ocean/memory/3.jpg","maybe_new","memory","","0","","false","","","","","","","138","3","old",""
"html-keyboard-response","602","2147347","0.0-5.0-4.0-1.65","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","139","","",""
"memory-trial","603","2149495","0.0-5.0-4.0-0.66","spark_pilot_2","7336","7","13","Male","","false","","","","","1146","./assets/img/canyon/memory/14.jpg","definitely_old","memory","","10","","true","","","","","","","140","1","old",""
"html-keyboard-response","604","2149996","0.0-5.0-4.0-1.66","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","141","","",""
"memory-trial","605","2152321","0.0-5.0-4.0-0.67","spark_pilot_2","7336","7","13","Male","","false","","","","","1322","./assets/img/canyon/memory/19.jpg","definitely_new","memory","","10","","true","","","","","","","142","4","new",""
"html-keyboard-response","606","2152823","0.0-5.0-4.0-1.67","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","143","","",""
"memory-trial","607","2154981","0.0-5.0-4.0-0.68","spark_pilot_2","7336","7","13","Male","","false","","","","","1155","./assets/img/ocean/memory/6.jpg","maybe_new","memory","","10","","true","","","","","","","144","3","new",""
"html-keyboard-response","608","2155483","0.0-5.0-4.0-1.68","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","145","","",""
"memory-trial","609","2157704","0.0-5.0-4.0-0.69","spark_pilot_2","7336","7","13","Male","","false","","","","","1220","./assets/img/ocean/memory/4.jpg","definitely_new","memory","","0","","false","","","","","","","146","4","old",""
"html-keyboard-response","610","2158206","0.0-5.0-4.0-1.69","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","147","","",""
"memory-trial","611","2160347","0.0-5.0-4.0-0.70","spark_pilot_2","7336","7","13","Male","","false","","","","","1135","./assets/img/canyon/memory/15.jpg","maybe_new","memory","","10","","true","","","","","","","148","3","new",""
"html-keyboard-response","612","2160848","0.0-5.0-4.0-1.70","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","149","","",""
"memory-trial","613","2162814","0.0-5.0-4.0-0.71","spark_pilot_2","7336","7","13","Male","","false","","","","","963","./assets/img/ocean/memory/14.jpg","definitely_new","memory","","10","","true","","","","","","","150","4","new",""
"html-keyboard-response","614","2163316","0.0-5.0-4.0-1.71","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","151","","",""
"memory-trial","615","2165369","0.0-5.0-4.0-0.72","spark_pilot_2","7336","7","13","Male","","false","","","","","1051","./assets/img/ocean/memory/26.jpg","definitely_old","memory","","0","","false","","","","","","","152","1","new",""
"html-keyboard-response","616","2165871","0.0-5.0-4.0-1.72","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","153","","",""
"memory-trial","617","2167989","0.0-5.0-4.0-0.73","spark_pilot_2","7336","7","13","Male","","false","","","","","1116","./assets/img/canyon/memory/28.jpg","definitely_new","memory","","10","","true","","","","","","","154","4","new",""
"html-keyboard-response","618","2168491","0.0-5.0-4.0-1.73","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","155","","",""
"memory-trial","619","2170588","0.0-5.0-4.0-0.74","spark_pilot_2","7336","7","13","Male","","false","","","","","1096","./assets/img/canyon/memory/9.jpg","definitely_new","memory","","0","","false","","","","","","","156","4","old",""
"html-keyboard-response","620","2171089","0.0-5.0-4.0-1.74","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","157","","",""
"memory-trial","621","2173242","0.0-5.0-4.0-0.75","spark_pilot_2","7336","7","13","Male","","false","","","","","1152","./assets/img/canyon/memory/12.jpg","maybe_old","memory","","10","","true","","","","","","","158","2","old",""
"html-keyboard-response","622","2173743","0.0-5.0-4.0-1.75","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","159","","",""
"memory-trial","623","2175926","0.0-5.0-4.0-0.76","spark_pilot_2","7336","7","13","Male","","false","","","","","1180","./assets/img/ocean/memory/24.jpg","definitely_new","memory","","0","","false","","","","","","","160","4","old",""
"html-keyboard-response","624","2176427","0.0-5.0-4.0-1.76","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","161","","",""
"memory-trial","625","2178798","0.0-5.0-4.0-0.77","spark_pilot_2","7336","7","13","Male","","false","","","","","1369","./assets/img/canyon/memory/22.jpg","maybe_new","memory","","10","","true","","","","","","","162","3","new",""
"html-keyboard-response","626","2179299","0.0-5.0-4.0-1.77","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","163","","",""
"memory-trial","627","2181392","0.0-5.0-4.0-0.78","spark_pilot_2","7336","7","13","Male","","false","","","","","1090","./assets/img/canyon/memory/33.jpg","maybe_old","memory","","10","","true","","","","","","","164","2","old",""
"html-keyboard-response","628","2181894","0.0-5.0-4.0-1.78","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","165","","",""
"memory-trial","629","2184182","0.0-5.0-4.0-0.79","spark_pilot_2","7336","7","13","Male","","false","","","","","1287","./assets/img/ocean/memory/15.jpg","definitely_new","memory","","10","","true","","","","","","","166","4","new",""
"html-keyboard-response","630","2184684","0.0-5.0-4.0-1.79","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","167","","",""
"memory-trial","631","2186905","0.0-5.0-4.0-0.80","spark_pilot_2","7336","7","13","Male","","false","","","","","1219","./assets/img/ocean/memory/12.jpg","definitely_new","memory","","0","","false","","","","","","","168","4","old",""
"html-keyboard-response","632","2187406","0.0-5.0-4.0-1.80","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","169","","",""
"memory-trial","633","2189605","0.0-5.0-4.0-0.81","spark_pilot_2","7336","7","13","Male","","false","","","","","1197","./assets/img/canyon/memory/4.jpg","definitely_new","memory","","10","","true","","","","","","","170","4","new",""
"html-keyboard-response","634","2190107","0.0-5.0-4.0-1.81","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","171","","",""
"memory-trial","635","2192588","0.0-5.0-4.0-0.82","spark_pilot_2","7336","7","13","Male","","false","","","","","1481","./assets/img/ocean/memory/32.jpg","definitely_old","memory","","0","","false","","","","","","","172","1","new",""
"html-keyboard-response","636","2193090","0.0-5.0-4.0-1.82","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","173","","",""
"memory-trial","637","2195947","0.0-5.0-4.0-0.83","spark_pilot_2","7336","7","13","Male","","false","","","","","1841","./assets/img/canyon/memory/3.jpg","definitely_new","memory","","10","","true","","","","","","","174","4","new",""
"html-keyboard-response","638","2196449","0.0-5.0-4.0-1.83","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","175","","","5"
"learning-instructions","639","2204427","0.0-6.0-0.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","4616.200000000186","Thanks for finishing the game! You earned 4089 points which is worth $5.00 in bonus money","","instructions","","","","","","","","","","","","","",""
